Time,Fx,Fy,Fz,Mx,My,Mz
00:00:07.4240,-0.597197234630585,-1.36671459674835,0.721525013446808,0.0927821844816208,-0.12590765953064,0.0195111539214849
00:00:07.4400,-0.192262262105942,-1.10791158676147,0.512287795543671,0.0990192368626595,-0.129452079534531,-0.00950450450181961
00:00:07.4560,0.16951984167099,-1.10743367671967,0.467922151088715,0.0965610817074776,-0.10970888286829,-0.00271086860448122
00:00:07.4720,-0.463797032833099,-1.33763110637665,0.544741153717041,0.0862129628658295,-0.114652514457703,0.021623507142067
00:00:07.4880,-0.456454873085022,-1.17920160293579,0.754561603069305,0.0895298570394516,-0.137964725494385,6.95628696121275e-05
00:00:07.5040,0.158676356077194,-1.03832387924194,0.398257941007614,0.0892433077096939,-0.128969356417656,-0.0167153235524893
00:00:07.5200,-0.453681796789169,-1.19681811332703,0.408382773399353,0.0727341696619987,-0.129180312156677,0.021520609036088
00:00:07.5360,-0.738404035568237,-1.11231195926666,0.828565299510956,0.0669494569301605,-0.151815801858902,0.0110736563801765
00:00:07.5520,0.169859185814857,-0.893672943115234,0.384587317705154,0.0747306421399117,-0.135259196162224,-0.0143383564427495
00:00:07.5679,-0.162985444068909,-1.103884100914,0.515466332435608,0.072572723031044,-0.104029141366482,0.0117292264476418
00:00:07.5840,-0.568082392215729,-1.19968628883362,0.788528442382813,0.0739667415618896,-0.113575764000416,0.0177900344133377
00:00:07.6000,0.085086464881897,-0.995723783969879,0.420243829488754,0.0847035497426987,-0.125951647758484,-0.00951007287949324
00:00:07.6160,-0.0160662420094013,-1.16886615753174,0.538634300231934,0.0904126614332199,-0.113008134067059,0.00631704926490784
00:00:07.6320,-0.689928948879242,-1.40742897987366,0.621589183807373,0.0951500311493874,-0.132388606667519,0.0199595764279366
00:00:07.6480,-0.416088283061981,-1.24331271648407,0.481661677360535,0.110095448791981,-0.159273102879524,-0.0178732499480248
00:00:07.6640,-0.107971630990505,-1.10643947124481,0.398331940174103,0.0948702096939087,-0.149466335773468,-0.00401706248521805
00:00:07.6800,-0.771583199501038,-1.29438388347626,0.443987399339676,0.0816258266568184,-0.15626747906208,0.0199613962322474
00:00:07.6959,-0.768688857555389,-1.11692500114441,0.663306951522827,0.085507944226265,-0.173979088664055,-0.00459403032436967
00:00:07.7120,0.0817507803440094,-0.855817079544067,0.398766964673996,0.0592047497630119,-0.145199283957481,-0.00258309417404234
00:00:07.7280,-0.290234953165054,-0.984370827674866,0.452399998903275,0.0539155639708042,-0.112702794373035,0.0219760145992041
00:00:07.7440,-0.5295090675354,-0.991662263870239,0.886463642120361,0.0528601482510567,-0.1162378937006,-0.00666776020079851
00:00:07.7600,0.345296144485474,-0.811650931835175,0.361082345247269,0.0552370585501194,-0.101358868181705,-0.00899662729352713
00:00:07.7760,0.0220778994262218,-1.04682040214539,0.579499423503876,0.0740082487463951,-0.0925186574459076,0.0228368137031794
00:00:07.7920,-0.60851514339447,-1.30279445648193,0.894763052463531,0.0851831957697868,-0.119721636176109,-0.000373308634152636
00:00:07.8080,-0.058028407394886,-1.03172278404236,0.348498672246933,0.0848081633448601,-0.133005902171135,-0.0125223016366363
00:00:07.8240,-0.0319477096199989,-1.13195538520813,0.379863768815994,0.0968400910496712,-0.121569454669952,0.0154839921742678
00:00:07.8400,-0.710048615932465,-1.47529172897339,0.611679792404175,0.109232038259506,-0.147199332714081,0.0142491422593594
00:00:07.8560,-0.547416269779205,-1.23727738857269,0.583427548408508,0.107775770127773,-0.166926994919777,-0.0106003312394023
00:00:07.8720,0.0303213465958834,-1.16319942474365,0.391098648309708,0.104106925427914,-0.136518537998199,0.00171908899210393
00:00:07.8880,-0.491187453269959,-1.42241609096527,0.408616870641708,0.0998677015304565,-0.128047406673431,0.0284981094300747
00:00:07.9040,-0.595293939113617,-1.09302496910095,0.780393958091736,0.0797480270266533,-0.144032701849937,-0.0120386024937034
00:00:07.9200,0.269418239593506,-0.626698732376099,0.430479019880295,0.0384828820824623,-0.116279803216457,-0.00786849856376648
00:00:07.9360,-0.0848791897296906,-0.835512757301331,0.484311133623123,0.0323429889976978,-0.0939401611685753,0.0274769235402346
00:00:07.9520,-0.505879461765289,-0.955725312232971,0.843663096427917,0.0495477505028248,-0.11178033798933,-0.00553034292533994
00:00:07.9680,0.223268389701843,-0.7979576587677,0.369801729917526,0.0618362165987492,-0.116703383624554,-0.0123292813077569
00:00:07.9840,-0.00479514570906758,-1.03346061706543,0.513697326183319,0.0690420642495155,-0.107484824955463,0.0230097826570272
00:00:08.0000,-0.669454455375671,-1.29200553894043,0.77588826417923,0.082043394446373,-0.130356982350349,0.00668791495263577
00:00:08.0160,-0.21989169716835,-0.999183475971222,0.366030693054199,0.0893622860312462,-0.14587128162384,-0.0157696306705475
00:00:08.0320,0.0221180412918329,-1.07461607456207,0.453713834285736,0.0900664627552032,-0.125844925642014,0.0181241054087877
00:00:08.0480,-0.537010371685028,-1.36736440658569,0.569434881210327,0.0939434096217155,-0.128518640995026,0.0174972843378782
00:00:08.0640,-0.383140832185745,-1.17557609081268,0.659027338027954,0.107459612190723,-0.134205386042595,-0.0182409435510635
00:00:08.0800,0.267269343137741,-1.15998780727386,0.406190246343613,0.111403703689575,-0.109797649085522,0.00855530332773924
00:00:08.0960,-0.219766616821289,-1.41844522953033,0.483102351427078,0.103189021348953,-0.105272024869919,0.0260578747838736
00:00:08.1120,-0.438387602567673,-1.30720496177673,0.865101933479309,0.112827405333519,-0.118062049150467,-0.0101359682157636
00:00:08.1280,0.389763563871384,-1.05233979225159,0.398551344871521,0.110506229102612,-0.0996468290686607,-0.00737899076193571
00:00:08.1440,0.0161461550742388,-1.25828206539154,0.493256866931915,0.0939375013113022,-0.0881875529885292,0.0297958273440599
00:00:08.1600,-0.524140238761902,-1.22932600975037,0.853726506233215,0.0964028909802437,-0.116161718964577,-0.0037504977080971
00:00:08.1760,0.0872958302497864,-0.768272936344147,0.32062903046608,0.0876959413290024,-0.126515835523605,-0.0143466899171472
00:00:08.1920,-0.0605133697390556,-0.650998651981354,0.414546400308609,0.01925003901124,-0.122963018715382,0.0243751667439938
