Time,s1Rz,s1Ry,s1Rx,s1Tx,s1Ty,s1Tz,s2Rz,s2Ry,s2Rx,s2Tx,s2Ty,s2Tz
00:00:22.200,29.8003493,-2.0723571,-172.2227193,-12.643,-0.372,-186.837,171.5136046,-1.1819987,9.2081975,-177.069,72.258,-177.358
00:00:22.225,27.0038923,-2.104436,-171.2517544,-12.425,1.571,-187.435,163.5891639,2.1696799,7.8328688,-175.81,76.097,-182.691
00:00:22.250,36.8560015,-2.9616921,-171.1271261,-13.189,1.33,-186.995,161.5305859,1.33218,10.3336814,-179.04,70.179,-178.954
00:00:22.275,38.4860307,-2.4606949,-172.9586831,-12.231,-1.131,-185.612,165.3226772,-1.3183338,9.390465,-180.642,74.378,-177.799
00:00:22.300,29.0403653,-2.2612712,-171.2847115,-11.619,1.4,-186.121,164.2348708,-1.4567765,9.8300378,-180.27,73.158,-176.87
00:00:22.325,38.7984069,-3.4030123,-170.3561847,-13.384,2.427,-187.46,163.9612794,-1.6132116,11.8024437,-181.182,67.304,-174.888
00:00:22.350,35.4877721,-2.6532696,-171.7210933,-12.385,0.477,-186.013,164.9201325,-0.4888249,8.6021449,-175.814,73.981,-177.749
00:00:22.375,15.7001444,-1.0674753,-172.2690946,-10.349,-0.388,-185.676,166.3090239,0.1147439,6.6481143,-172.996,78.544,-178.713
00:00:22.400,37.9513588,-2.9894336,-171.32073,-13.326,0.994,-187.107,165.3869973,0.5544272,5.9371634,-172.241,79.367,-179.126
00:00:22.425,53.9938731,-3.8190989,-172.511507,-15.033,-0.226,-187.849,163.0423924,3.1429622,5.0528905,-166.765,80.773,-181.315
00:00:22.450,17.2778715,-1.2066595,-172.0702311,-10.826,0.319,-186.564,160.928521,2.8273132,5.1893911,-168.642,80.664,-180.388
00:00:22.475,19.230855,-1.3846051,-171.8405271,-10.958,0.505,-185.909,168.7671313,-1.8193947,9.9214691,-178.19,71.718,-176.069
00:00:22.500,37.729358,-2.9378796,-171.4160709,-13.426,1.687,-187.627,165.3769596,-0.5799317,10.294578,-176.878,70.814,-176.305
00:00:22.525,26.6536842,-2.3066323,-170.2846668,-12.142,2.984,-187.142,160.6511225,0.8393441,9.75016,-176.479,71.248,-177.458
00:00:22.550,23.8655464,-1.9336271,-170.8687312,-11.486,1.593,-185.988,166.5808082,-1.7771597,12.0337644,-180.937,66.806,-174.392
00:00:22.575,28.2066663,-2.0967227,-171.6684323,-11.948,0.817,-186.462,167.70937,-1.7136909,7.7054103,-178.365,77.08,-176.923
00:00:22.600,30.3341344,-2.7107184,-170.0236021,-12.663,3.529,-187.605,158.384677,2.0702993,7.3439356,-175.889,77.23,-181.074
00:00:22.625,39.7308017,-2.8499719,-172.1229639,-13.041,0.668,-187.46,161.5015957,1.643818,8.0780697,-176.455,76.527,-181.979
00:00:22.650,27.2354145,-1.6515933,-173.1899076,-11.505,-0.772,-186.167,165.9425874,-0.4289622,5.5327508,-175.566,82.635,-180.33
00:00:22.675,29.8089748,-2.0037527,-172.4817555,-11.792,0.852,-187.671,163.766078,-0.1347855,7.4719597,-176.94,78.658,-180.199
00:00:22.700,46.9287487,-3.606,-171.7044247,-14.297,1.738,-188.363,165.3462236,-0.3778993,9.7982687,-177.096,71.725,-177.643
