Time,s1Rz,s1Ry,s1Rx,s1Tx,s1Ty,s1Tz,s2Rz,s2Ry,s2Rx,s2Tx,s2Ty,s2Tz
00:00:05.925,45.2559691,-7.1486687,-162.9545986,-6.053,-19.238,-185.791,160.96592,8.9283355,-3.3748505,-190.075,46.399,-190.83
00:00:05.950,49.6913684,-7.4972315,-163.8922168,-6.303,-20.755,-185.193,164.7978255,6.4196452,-2.1303291,-191.621,45.239,-184.249
00:00:05.975,40.6291643,-6.1559283,-163.4709535,-4.015,-19.958,-184.936,162.9098432,5.0976356,-2.063775,-193.416,45.9,-183.043
00:00:06.000,53.322915,-8.1743634,-163.8009182,-7.151,-20.479,-185.822,163.0332252,1.8525345,-1.1564756,-197.667,44.461,-176.92
00:00:06.025,47.3704626,-7.1489284,-163.790681,-5.541,-20.099,-185.675,163.0179168,0.8106861,1.0784577,-200.474,41.404,-173.622
00:00:06.050,43.9043811,-6.4510733,-164.0808687,-4.47,-20.608,-184.886,160.248808,1.0769067,-2.9447368,-201.073,49.355,-178.347
00:00:06.075,48.7348249,-6.9760551,-164.6711301,-5.683,-21.102,-186.092,156.5432708,3.0668324,-4.6279327,-199.271,52.7,-185.306
00:00:06.100,51.3933008,-7.4133589,-164.6645556,-6.346,-21.014,-186.351,159.9429209,4.749798,-2.6555333,-197.534,47.569,-185.867
00:00:06.125,45.1275469,-6.2308808,-165.0747335,-4.889,-21.526,-185.094,160.4057759,5.6925691,-5.3503562,-196.123,53.338,-191.212
00:00:06.150,45.8179793,-6.6216466,-164.4106539,-5.509,-20.282,-185.827,159.6161026,6.8832348,-4.290044,-193.375,50.337,-190.683
00:00:06.175,56.0761078,-8.0124385,-165.016325,-8.052,-20.837,-186.213,163.1066309,8.8526487,-2.230499,-189.034,46.429,-190.828
00:00:06.200,40.7539869,-5.8193806,-164.4162094,-4.664,-19.786,-185.626,163.1209867,7.8038195,-2.0400517,-191.176,46.841,-189.359
00:00:06.225,40.4861973,-5.8528591,-164.2160139,-4.914,-19.649,-185.542,165.4129008,4.7014003,-1.6413953,-195.797,46.295,-183.914
00:00:06.250,47.6725366,-6.9335914,-164.3845574,-6.864,-19.442,-186.509,162.0196861,5.2716136,-0.4110006,-197.496,44.683,-185.887
00:00:06.275,47.9586047,-7.2096784,-163.8768644,-7.065,-19.075,-185.956,163.7393067,2.4944705,-0.2098914,-199.902,43.67,-177.619
00:00:06.300,43.3131703,-6.2809112,-164.2656627,-5.92,-19.55,-184.741,-3.697314e+28,-3.697314e+28,-3.697314e+28,-3.697314e+28,-3.697314e+28,-3.697314e+28
00:00:06.325,45.5611082,-7.0476528,-163.3160603,-6.732,-18.522,-186.006,-3.697314e+28,-3.697314e+28,-3.697314e+28,-3.697314e+28,-3.697314e+28,-3.697314e+28
00:00:06.350,50.4120109,-7.6003821,-163.9351198,-7.223,-19.423,-185.811,161.0937253,4.9210834,-2.9990981,-198.364,48.237,-184.875
00:00:06.375,39.4289692,-5.8988418,-163.6358843,-3.832,-19.312,-184.692,159.0843741,6.9457486,-5.9070328,-196.34,54.275,-194.264
00:00:06.400,46.5040227,-6.9077661,-164.0084203,-5.111,-19.842,-184.878,160.3950861,6.8091294,-5.4006272,-192.875,52.123,-189.99
00:00:06.425,50.8531742,-7.6737467,-163.9402678,-6.038,-19.8,-185.25,161.8292576,9.1977372,-3.0687673,-188.107,47.474,-191.816
00:00:06.450,43.3727382,-6.5160275,-163.7075935,-3.686,-20.078,-184.604,165.3432126,4.3463306,-1.033881,-192.379,43.389,-178.294
00:00:06.475,40.7283353,-6.0479494,-163.8000197,-2.86,-20.194,-183.743,162.0714726,6.3332396,-3.1786493,-190.931,48.204,-186.615
00:00:06.500,50.7561849,-7.939615,-163.3539453,-5.402,-19.986,-184.799,162.9480504,3.6275956,-0.7201261,-194.6,43.042,-178.162
00:00:06.525,50.6345343,-7.6980381,-163.8114089,-5.114,-20.339,-183.999,163.2338904,3.4547227,-0.3442901,-194.421,42.235,-176.221
00:00:06.550,41.1256734,-6.5671577,-162.6094522,-2.642,-18.993,-183.117,161.0462395,1.7065863,-2.4972541,-196.638,47.133,-174.314
00:00:06.575,53.0930059,-8.0136426,-164.0375883,-4.964,-20.597,-183.475,158.3859475,3.3429875,-4.6816204,-196.258,51.59,-181.472
00:00:06.600,53.0865567,-8.4620504,-163.1514208,-5.056,-19.397,-184.033,159.366051,3.3100394,-3.0407284,-196.074,47.355,-177.928
00:00:06.625,51.4798638,-7.8925673,-163.7142681,-3.428,-20.395,-182.864,160.5387489,4.3575741,-4.8680489,-195.511,51.417,-183.407
00:00:06.650,50.8607503,-7.6117263,-164.0714526,-2.758,-20.777,-182.345,158.3779848,6.9134058,-6.6577346,-191.254,54.734,-190.281
00:00:06.675,53.5242885,-8.5330413,-163.1703923,-3.195,-19.762,-183.052,161.9247114,4.9111324,-2.6884097,-191.282,45.476,-178.257
00:00:06.700,55.7907764,-8.5240089,-163.9733697,-2.592,-20.732,-181.836,162.5857869,6.9088524,-2.775755,-187.098,46.016,-181.057
00:00:06.725,46.7639723,-7.3137525,-163.1830974,0.755,-19.909,-180.457,162.0832396,5.3489797,-2.4623009,-189.48,46.569,-178.518
00:00:06.750,58.7988712,-9.0465377,-164.0156583,-0.862,-21.085,-180.146,164.552171,2.0147329,-0.7260492,-191.537,43.379,-168.773
00:00:06.775,60.5166948,-9.6698327,-163.4999437,-0.361,-20.265,-179.298,162.7963886,2.846769,0.3958834,-189.515,41.876,-167.862
00:00:06.800,59.4930456,-9.4995938,-163.4545744,1.692,-20.449,-176.993,162.0521424,1.1659418,-1.422461,-189.767,45.856,-164.925
00:00:06.825,57.2692709,-9.3210534,-163.0162509,3.787,-19.998,-175.662,157.8102895,1.765206,-3.1012487,-186.317,49.36,-164.479
00:00:06.850,62.0043609,-10.4760662,-162.6514408,4.044,-19.497,-175.861,158.6777949,-0.4814036,-1.6111841,-186.976,45.984,-157.52
00:00:06.875,64.9071319,-11.0206349,-162.7480001,4.989,-19.815,-174.731,160.6563542,-1.4131178,-1.9193578,-184.561,46.348,-154.281
00:00:06.900,65.402461,-10.6566732,-163.4689323,7.554,-20.698,-172.706,158.7954969,1.8870021,-4.0250978,-180.92,51.449,-162.957
00:00:06.925,67.2915023,-11.2840712,-163.1137792,9.003,-20.277,-171.848,159.3488783,0.3734559,-2.674858,-180.333,48.973,-156.245
00:00:06.950,77.3387022,-12.6176693,-164.2688404,9.263,-21.7,-172.177,159.737766,1.3263892,-2.2459089,-176.792,48.562,-156.459
00:00:06.975,73.1700852,-12.4439745,-163.2883126,11.909,-20.404,-170.195,162.5335441,-0.3696358,0.9818296,-174.542,42.795,-147.471
00:00:07.000,74.6962316,-12.7119018,-163.3909081,13.759,-20.982,-168.172,164.6148161,-2.9331623,0.3976404,-172.989,44.117,-141.785
00:00:07.025,77.2602858,-13.7699068,-162.8158992,14.286,-20.414,-167.487,162.482765,-4.0820452,0.23914,-170.825,44.831,-137.694
00:00:07.050,79.3621695,-14.5728602,-162.4776597,15.101,-20.049,-167.371,162.9804855,-5.9334942,2.4677561,-169.929,41.458,-131.147
00:00:07.075,81.5815331,-15.1475539,-162.4804969,16.008,-20.282,-166.074,161.7229405,-6.9505111,1.1824585,-167.974,44.115,-129.01
00:00:07.100,83.1752442,-14.9952565,-163.1289384,18.154,-20.927,-164.312,158.6244269,-5.9513041,0.575986,-166.176,46.427,-130.379
00:00:07.125,82.6844634,-15.0157232,-162.9616715,19.711,-20.858,-164.146,158.4102979,-7.6724598,1.0423374,-164.913,45.446,-125.824
00:00:07.150,88.3692137,-15.746665,-163.8045905,19.718,-21.821,-164.365,157.1758789,-6.9651327,0.1503166,-161.006,46.637,-126.524
00:00:07.175,85.7690767,-15.4615475,-163.3683942,21.153,-21.45,-163.53,156.0815969,-6.8145541,-0.4493913,-157.885,47.053,-125.881
00:00:07.200,84.0394248,-15.5909518,-162.7210599,21.526,-20.707,-162.15,157.1525672,-6.9801707,-0.6610408,-155.526,47.075,-124.937
00:00:07.225,86.4692363,-16.1666964,-162.819939,20.804,-20.881,-162.634,159.8289022,-7.0399168,-0.6007457,-153.353,46.881,-124.534
00:00:07.250,87.3758742,-16.2548732,-162.9939714,20.721,-20.843,-163.324,158.2489647,-5.8707458,-0.5146313,-151.031,47.178,-126.381
00:00:07.275,86.0423039,-16.0107816,-162.8597025,21.001,-20.629,-162.67,159.6079957,-6.8158902,0.6232224,-152.364,45.824,-125
00:00:07.300,84.6827158,-15.9179445,-162.5545639,21.345,-20.532,-162.267,162.2418522,-9.1430762,0.8632184,-154.839,45.206,-121.592
