Time,Fx,Fy,Fz,Mx,My,Mz
00:00:05.7120,-0.0510952472686768,0.243883073329926,0.468945175409317,-0.0245053246617317,-0.109136179089546,-0.0186369512230158
00:00:05.7280,0.157466232776642,0.207934647798538,0.173224538564682,-0.0428102798759937,-0.0913047045469284,0.0148160550743341
00:00:05.7440,-0.233124434947968,0.0423705577850342,0.314698606729507,-0.0560480915009975,-0.0962743759155273,0.0347001701593399
00:00:05.7600,-0.20861579477787,0.200707763433456,0.534538686275482,-0.0376788005232811,-0.106737293303013,0.000564024259801954
00:00:05.7760,0.213282480835915,0.135921493172646,0.213823541998863,-0.0269619394093752,-0.0803387016057968,-0.00257905595935881
00:00:05.7920,-0.109799765050411,-0.201161488890648,0.201316997408867,-0.017250794917345,-0.0730399936437607,0.0171252079308033
00:00:05.8080,-0.348595380783081,-0.193345829844475,0.566647827625275,0.0120518403127789,-0.0896216556429863,0.000319992628647015
00:00:05.8240,0.167289316654205,-0.124274700880051,0.0599285066127777,0.0185617599636316,-0.084814690053463,-0.0084989620372653
00:00:05.8400,0.0167292207479477,-0.285808920860291,0.358143538236618,0.00400162348523736,-0.0814845636487007,0.0199551470577717
00:00:05.8560,-0.240430593490601,-0.0476950854063034,0.701639533042908,0.00455944146960974,-0.0626992583274841,0.0178318321704865
00:00:05.8720,0.0552405491471291,0.510836601257324,0.0271245706826448,0.0145922070369124,-0.0041724001057446,-0.00899814255535603
00:00:05.8880,0.077825665473938,0.364838361740112,-0.14380869269371,0.00322871771641076,0.00707820430397987,0.00175923178903759
00:00:05.9040,-0.238671317696571,-0.0861242413520813,0.51192981004715,-0.00820925552397966,-0.0714026466012001,0.0158593263477087
00:00:05.9200,-0.0383295826613903,0.109184570610523,0.620523929595947,-0.00974060129374266,-0.109528705477715,-0.00743007240816951
00:00:05.9360,0.246023699641228,0.228514522314072,0.262985050678253,-0.023554015904665,-0.0522041767835617,-0.00837202370166779
00:00:05.9520,-0.211941137909889,0.264577567577362,0.00830725580453873,-0.0394686944782734,-0.028161346912384,0.0132123799994588
00:00:05.9680,-0.272450745105743,0.3487568795681,0.428677052259445,-0.0440588146448135,-0.0819172188639641,-0.00591287482529879
00:00:05.9840,0.194831654429436,0.223195999860764,0.257051706314087,-0.0576856508851051,-0.130317464470863,-0.0105395177379251
