Time,s1Rz,s1Ry,s1Rx,s1Tx,s1Ty,s1Tz,s2Rz,s2Ry,s2Rx,s2Tx,s2Ty,s2Tz
00:00:12.925,28.4823653,-1.6836704,-173.3731732,-12.555,2.072,-188.645,166.7424651,-5.6585411,9.3930343,-165.704,74.279,-171.038
00:00:12.950,14.6142207,-0.9946365,-172.2549059,-13.71,3.705,-190.156,165.4126958,-4.0702729,8.2898814,-165.983,76.541,-175.633
00:00:12.975,9.1896201,-0.6759246,-171.6044737,-17.266,5.315,-193.661,161.6029132,-2.9565199,11.0394166,-169.977,70.324,-179.051
00:00:13.000,18.4807066,-1.3086284,-171.9690087,-21.641,4.576,-196.151,161.2591437,-2.8860194,12.0478895,-174.473,66.609,-181.332
00:00:13.025,-22.5792355,1.5145625,-172.4238169,-19.945,3.859,-195.674,157.3247189,1.7872521,9.0159459,-173.284,70.6,-189.23
00:00:13.050,-49.2291431,3.5597334,-172.2394752,-18.776,3.37,-196.532,159.7281031,1.1776507,9.485728,-182.637,69.849,-191.58
00:00:13.075,-36.7822418,1.8301823,-174.4991821,-23.401,0.126,-199.085,166.2439241,-0.5963911,8.2556673,-190.122,73.574,-195.9
00:00:13.100,-17.9874536,1.207064,-172.3844431,-26.215,4.003,-202.102,160.8336849,3.7816051,4.6600324,-185.835,80.294,-204.678
00:00:13.125,-38.4284285,3.0606459,-171.2330935,-25.318,5.851,-202.936,156.2879502,7.6846146,3.0454243,-182.513,80.545,-212.939
00:00:13.150,-52.3458023,2.7272851,-174.4540871,-28.227,0.281,-202.519,170.2225049,5.5130615,8.2151546,-187.641,71.307,-210.791
00:00:13.175,-89.8774409,3.9711269,-176.0203764,-28.181,-1.66,-203.89,169.9694013,6.9011642,5.3024065,-183.844,79.495,-215.048
00:00:13.200,-64.5806565,3.7190418,-174.1179627,-29.658,1.928,-206.579,164.348738,9.1768788,4.1622693,-181.881,80.953,-220.211
00:00:13.225,-55.6251719,3.9110475,-172.5934374,-30.295,3.907,-206.935,162.0716557,8.8157655,7.4733398,-187.594,70.184,-217.494
00:00:13.250,-102.280507,5.7183175,-175.3911872,-28.481,-1.262,-205.44,168.6257769,7.4651804,9.1220547,-191.306,68.768,-218.845
00:00:13.275,-74.1235475,3.9584503,-174.7602949,-32.304,0.013,-207.542,168.6341789,7.1786571,8.8389382,-192.772,70.48,-220.335
00:00:13.300,-66.2396255,5.4983322,-171.5806562,-30.725,5.774,-210.129,157.5546149,9.9655152,6.0083409,-192.054,73.122,-225.43
00:00:13.325,-83.020044,6.1882641,-173.0097831,-30.185,2.642,-209.043,158.241051,8.8400166,6.6544788,-197.133,71.425,-226.11
00:00:13.350,-109.6983992,6.4552115,-175.4522207,-30.062,-1.355,-208.109,165.3155207,6.2219758,5.9218999,-201.392,78.758,-227.475
00:00:13.375,-80.3571637,6.5504699,-172.2460808,-30.132,3.867,-210.157,159.8551066,8.5352262,2.595908,-197.513,84.269,-232.1
00:00:13.400,-52.3125303,4.6922984,-170.4623291,-34.507,6.565,-212.782,158.7208101,8.7757934,6.3869724,-201.563,70.525,-227.359
00:00:13.425,-92.133231,6.2218927,-174.0051298,-32.746,0.829,-211.298,165.0831858,9.5944488,5.9894053,-198.955,74.367,-233.041
00:00:13.450,-119.6186714,8.8295624,-174.8562648,-29.589,-0.268,-211.311,166.8468329,9.7595629,3.9297019,-197.63,82.641,-237.575
00:00:13.475,-87.4008956,6.2494562,-173.4610354,-34.746,2.313,-214.502,165.1639768,8.1624434,7.5341343,-202.762,71.953,-231.616
00:00:13.500,-64.0082036,4.001297,-173.6016605,-38.89,1.443,-214.786,168.8836039,7.2133945,11.3964753,-203.3,59.816,-225.614
00:00:13.525,-122.9784939,7.423577,-175.963542,-33.687,-2.771,-213.2,171.8433286,7.6141005,9.1433464,-200.821,68.173,-230.153
00:00:13.550,-117.601315,9.1134082,-174.4734899,-31.778,0.453,-214.664,165.4119173,11.6032454,6.1483533,-194.826,74.099,-237.13
00:00:13.575,-63.3102472,4.3127841,-173.0101357,-40.956,2.565,-216.341,164.7695472,10.5703216,8.6874444,-199.946,65.351,-233.516
00:00:13.600,-93.9963591,6.4305287,-174.002233,-37.985,1.138,-214.492,163.9484686,13.2544896,7.9100585,-196.447,67.124,-241.644
00:00:13.625,-126.9356964,11.711932,-174.1371122,-29.957,0.567,-214.065,160.4894111,13.4020729,1.4948187,-197.175,86.392,-249.329
00:00:13.650,-100.0741104,7.2704864,-173.9049119,-37.95,0.647,-216.518,160.3609398,9.9176803,4.1349446,-209.786,78.97,-242.517
00:00:13.675,-82.5319954,6.5642434,-172.5215713,-39.652,3.667,-217.03,162.3745656,11.3852757,5.9519786,-207.226,71.953,-245.008
